date;valeur
06/11/2023;209.28
07/11/2023;209.31
08/11/2023;209.29
09/11/2023;209.59
10/11/2023;210.16
13/11/2023;209.47
14/11/2023;208.84
15/11/2023;208.84
16/11/2023;208.95
17/11/2023;209.31
20/11/2023;208.83
21/11/2023;209.6
22/11/2023;209.88
23/11/2023;210.11
24/11/2023;210.52
27/11/2023;210.3
28/11/2023;210.91
29/11/2023;213.7
30/11/2023;212.91
01/12/2023;209.92
04/12/2023;209.56
05/12/2023;209.62
06/12/2023;209.86
07/12/2023;209.25
08/12/2023;210.57
11/12/2023;209.56
12/12/2023;210.2
13/12/2023;211.18
14/12/2023;210.38
15/12/2023;209.85
18/12/2023;208.62
19/12/2023;207.99
20/12/2023;210.39
21/12/2023;210.09
22/12/2023;212.09
25/12/2023;212.09
26/12/2023;211.54
27/12/2023;211.74
28/12/2023;214.92
29/12/2023;214.15
01/01/2024;214.15
02/01/2024;212.77
03/01/2024;214.47
04/01/2024;213.58
05/01/2024;212.82
08/01/2024;211.59
09/01/2024;211.26
10/01/2024;211.03
11/01/2024;208.94
12/01/2024;209.33
15/01/2024;209.58
16/01/2024;210.21
17/01/2024;209.74
18/01/2024;209.56
19/01/2024;208.83
22/01/2024;208.54
23/01/2024;208.57
24/01/2024;207.75
25/01/2024;208.67
26/01/2024;207.9
29/01/2024;207.75
30/01/2024;207.46
31/01/2024;207.64
01/02/2024;207.4
02/02/2024;207.88
05/02/2024;207.81
06/02/2024;207.61
07/02/2024;207.16
08/02/2024;207.91
09/02/2024;207.86
12/02/2024;207.86
13/02/2024;208.27
14/02/2024;209.18
15/02/2024;209.37
16/02/2024;209.68
19/02/2024;208.88
20/02/2024;210.69
21/02/2024;210.38
22/02/2024;211.53
23/02/2024;212.47
26/02/2024;212.58
27/02/2024;212.19
28/02/2024;212.58
29/02/2024;213.5
01/03/2024;212.54
04/03/2024;212.96
05/03/2024;212.21
06/03/2024;210.92
07/03/2024;212.17
08/03/2024;212.98
11/03/2024;212.23
12/03/2024;212.76
13/03/2024;212.55
14/03/2024;212.07
15/03/2024;211.92
18/03/2024;214.13
19/03/2024;213.59
20/03/2024;213.8
21/03/2024;213.43
22/03/2024;214.29
25/03/2024;214.52
26/03/2024;215.04
27/03/2024;215.15
28/03/2024;215.92
29/03/2024;215.6
01/04/2024;215.6
02/04/2024;215.8
03/04/2024;216.34
04/04/2024;216.12
05/04/2024;215.3
08/04/2024;215.52
09/04/2024;218.59
10/04/2024;218.59
11/04/2024;218.79
12/04/2024;218.34
15/04/2024;219.15
16/04/2024;218.03
17/04/2024;219.36
18/04/2024;219.14
19/04/2024;218.6
22/04/2024;218.18
23/04/2024;218.94
24/04/2024;217.41
25/04/2024;219.17
26/04/2024;219.85
29/04/2024;219.26
30/04/2024;220.67
01/05/2024;220.67
02/05/2024;219.92
03/05/2024;219.19
06/05/2024;219.15
07/05/2024;218.95
08/05/2024;220.33
09/05/2024;220.33
10/05/2024;219.91
13/05/2024;219.97
14/05/2024;222.62
15/05/2024;220.2
16/05/2024;219.4
17/05/2024;220.13
20/05/2024;220.13
21/05/2024;219.48
22/05/2024;220.68
23/05/2024;221.45
24/05/2024;224.44
27/05/2024;224.62
28/05/2024;226.12
29/05/2024;226.07
30/05/2024;222.57
31/05/2024;225.29
03/06/2024;225.2
04/06/2024;225.95
05/06/2024;225.41
06/06/2024;226.48
07/06/2024;226.12
10/06/2024;225.67
11/06/2024;225.95
12/06/2024;225.85
13/06/2024;227.59
14/06/2024;228.88
18/06/2024;228.35
19/06/2024;228.27
20/06/2024;230.3
21/06/2024;230.05
24/06/2024;229.48
25/06/2024;230.21
26/06/2024;230.06
27/06/2024;229.19
28/06/2024;229.7
01/07/2024;229.08
02/07/2024;230.33
03/07/2024;229.66
04/07/2024;229.88
05/07/2024;229.48
08/07/2024;229.93
09/07/2024;229.73
10/07/2024;231.73
11/07/2024;232.6
12/07/2024;231.66
15/07/2024;232.59
16/07/2024;234.94
17/07/2024;238.38
18/07/2024;237.89
19/07/2024;239.18
22/07/2024;237.44
23/07/2024;237.1
24/07/2024;238.45
25/07/2024;238.31
26/07/2024;239.3
29/07/2024;238.95
30/07/2024;237.35
31/07/2024;238.66
01/08/2024;238.0
02/08/2024;241.32
05/08/2024;240.18
06/08/2024;241.46
07/08/2024;241.46
08/08/2024;242.77
09/08/2024;248.54
12/08/2024;247.86
13/08/2024;248.88
14/08/2024;248.91
15/08/2024;248.91
16/08/2024;248.13
19/08/2024;249.75
20/08/2024;250.22
21/08/2024;250.67
22/08/2024;251.61
23/08/2024;252.92
26/08/2024;249.33
27/08/2024;250.52
28/08/2024;251.89
29/08/2024;253.51
30/08/2024;253.67
02/09/2024;255.79
03/09/2024;257.93
04/09/2024;257.9
05/09/2024;258.48
06/09/2024;259.27
09/09/2024;258.3
10/09/2024;259.54
11/09/2024;259.07
12/09/2024;260.56
13/09/2024;261.24
16/09/2024;262.04
17/09/2024;262.02
18/09/2024;262.1
19/09/2024;261.27
20/09/2024;263.76
23/09/2024;264.84
24/09/2024;264.23
25/09/2024;264.25
26/09/2024;264.19
27/09/2024;265.28
30/09/2024;263.7
01/10/2024;263.73
02/10/2024;263.14
03/10/2024;264.43
04/10/2024;264.27
07/10/2024;266.63
08/10/2024;269.72
09/10/2024;269.31
10/10/2024;269.0
11/10/2024;267.33
14/10/2024;264.75
15/10/2024;263.75
16/10/2024;262.83
17/10/2024;263.49
18/10/2024;263.11
21/10/2024;262.71
22/10/2024;264.28
23/10/2024;265.32
24/10/2024;265.9
25/10/2024;266.9
28/10/2024;269.0
29/10/2024;269.07
30/10/2024;270.53
31/10/2024;271.09
01/11/2024;271.09
04/11/2024;272.0
05/11/2024;269.45
06/11/2024;269.48
07/11/2024;270.2
08/11/2024;271.33
11/11/2024;274.78
12/11/2024;271.22
13/11/2024;273.63
14/11/2024;272.43
15/11/2024;272.43
18/11/2024;273.54
19/11/2024;274.93
20/11/2024;274.1
21/11/2024;273.63
22/11/2024;274.87
25/11/2024;274.15
26/11/2024;273.57
27/11/2024;273.45
28/11/2024;274.05
29/11/2024;274.79
02/12/2024;273.36
03/12/2024;274.15
04/12/2024;273.82
05/12/2024;274.13
06/12/2024;275.4
09/12/2024;275.13
10/12/2024;274.64
11/12/2024;274.77
12/12/2024;274.23
13/12/2024;275.48
16/12/2024;275.73
17/12/2024;273.88
18/12/2024;273.98
19/12/2024;274.34
20/12/2024;274.38
23/12/2024;275.29
24/12/2024;273.27
25/12/2024;273.27
26/12/2024;272.75
27/12/2024;272.47
30/12/2024;272.21
31/12/2024;276.02
01/01/2025;276.02
02/01/2025;275.11
03/01/2025;275.91
06/01/2025;275.83
07/01/2025;274.38
08/01/2025;273.13
09/01/2025;272.24
10/01/2025;271.77
13/01/2025;274.1
14/01/2025;270.66
15/01/2025;270.09
16/01/2025;270.93
17/01/2025;273.52
20/01/2025;272.53
21/01/2025;272.09
22/01/2025;272.18
23/01/2025;273.5
24/01/2025;274.07
27/01/2025;276.31
28/01/2025;278.16
29/01/2025;278.65
30/01/2025;275.71
31/01/2025;277.9
03/02/2025;277.24
04/02/2025;279.71
05/02/2025;280.07
06/02/2025;282.03
07/02/2025;283.07
10/02/2025;281.33
11/02/2025;280.81
12/02/2025;283.36
13/02/2025;282.65
14/02/2025;283.99
17/02/2025;284.72
18/02/2025;285.93
19/02/2025;287.74
20/02/2025;291.22
21/02/2025;293.78
24/02/2025;292.77
25/02/2025;289.61
26/02/2025;290.47
27/02/2025;291.12
28/02/2025;292.49
03/03/2025;292.75
04/03/2025;290.27
05/03/2025;291.59
06/03/2025;292.64
07/03/2025;293.14
10/03/2025;292.47
11/03/2025;291.85
12/03/2025;291.84
13/03/2025;290.91
14/03/2025;291.92
17/03/2025;292.08
18/03/2025;291.98
19/03/2025;288.93
20/03/2025;284.93
21/03/2025;283.12
24/03/2025;284.48
25/03/2025;283.97
26/03/2025;285.43
27/03/2025;285.43
28/03/2025;287.43
31/03/2025;287.43
01/04/2025;288.02
02/04/2025;287.93
03/04/2025;287.75
04/04/2025;288.73
07/04/2025;287.94
08/04/2025;287.76
09/04/2025;284.89
10/04/2025;289.19
11/04/2025;290.79
14/04/2025;287.19
15/04/2025;286.59
16/04/2025;285.81
17/04/2025;288.57
18/04/2025;281.52
21/04/2025;281.52
22/04/2025;285.94
23/04/2025;285.6
24/04/2025;287.88
25/04/2025;287.27
28/04/2025;285.87
29/04/2025;287.71
30/04/2025;287.07
01/05/2025;287.07
02/05/2025;289.52
05/05/2025;287.75
06/05/2025;290.62
07/05/2025;291.26
08/05/2025;292.54
09/05/2025;295.02
12/05/2025;295.6
13/05/2025;296.46
14/05/2025;298.17
15/05/2025;300.38
16/05/2025;301.29
19/05/2025;302.01
20/05/2025;303.39
21/05/2025;303.31
22/05/2025;302.57
23/05/2025;303.25
26/05/2025;301.74
27/05/2025;303.83
28/05/2025;302.76
29/05/2025;302.76
30/05/2025;303.03
02/06/2025;302.8
03/06/2025;301.49
04/06/2025;302.17
05/06/2025;302.06
10/06/2025;304.34
11/06/2025;305.61
12/06/2025;306.87
13/06/2025;306.17
16/06/2025;306.33
17/06/2025;308.1
18/06/2025;309.09
19/06/2025;310.94
20/06/2025;313.02
23/06/2025;312.41
24/06/2025;311.92
25/06/2025;309.98
26/06/2025;312.12
27/06/2025;309.32
30/06/2025;312.04
01/07/2025;308.45
02/07/2025;306.15
03/07/2025;308.28
04/07/2025;309.88
07/07/2025;308.33
08/07/2025;304.48
09/07/2025;303.95
10/07/2025;305.39
11/07/2025;305.93
14/07/2025;305.07
15/07/2025;306.52
16/07/2025;310.25
17/07/2025;306.35
18/07/2025;306.95
21/07/2025;307.44
22/07/2025;309.16
23/07/2025;309.23
24/07/2025;310.1
25/07/2025;311.4
28/07/2025;309.73
29/07/2025;310.78
30/07/2025;311.27
31/07/2025;310.89
01/08/2025;313.1
04/08/2025;311.29
05/08/2025;310.86
06/08/2025;311.95
07/08/2025;311.95
08/08/2025;311.72
11/08/2025;311.77
12/08/2025;312.4
13/08/2025;313.34
14/08/2025;314.77
15/08/2025;314.77
18/08/2025;315.82
19/08/2025;317.72
20/08/2025;317.3
21/08/2025;318.59
22/08/2025;319.04
25/08/2025;317.51
26/08/2025;320.91
27/08/2025;318.59
28/08/2025;318.99
29/08/2025;320.53
01/09/2025;319.47
02/09/2025;319.27
03/09/2025;320.19
04/09/2025;320.19
05/09/2025;320.85
08/09/2025;320.63
09/09/2025;320.42
10/09/2025;320.8
11/09/2025;321.29
12/09/2025;321.68
15/09/2025;322.09
16/09/2025;322.01
17/09/2025;322.42
18/09/2025;323.76
19/09/2025;324.59
22/09/2025;323.11
23/09/2025;323.35
24/09/2025;324.07
25/09/2025;325.18
26/09/2025;324.71
29/09/2025;323.48
30/09/2025;323.77
01/10/2025;325.21
02/10/2025;326.14
03/10/2025;325.14
06/10/2025;329.65
07/10/2025;328.98
08/10/2025;331.11
09/10/2025;332.53
10/10/2025;332.61
13/10/2025;333.57
14/10/2025;332.88
15/10/2025;337.55
16/10/2025;332.92
17/10/2025;333.28
20/10/2025;337.02
21/10/2025;336.18
22/10/2025;338.43
23/10/2025;337.38
24/10/2025;339.36
27/10/2025;341.58
28/10/2025;340.93
29/10/2025;343.84
30/10/2025;344.36
31/10/2025;342.65
03/11/2025;339.12
04/11/2025;337.2
05/11/2025;334.57
06/11/2025;337.34
07/11/2025;336.25
10/11/2025;335.94
11/11/2025;337.64
12/11/2025;337.37
13/11/2025;337.94
14/11/2025;336.98
17/11/2025;340.44
18/11/2025;340.16
19/11/2025;343.9
20/11/2025;344.42
21/11/2025;344.28
24/11/2025;343.66
25/11/2025;345.01
26/11/2025;347.78
27/11/2025;347.22
28/11/2025;345.91
01/12/2025;354.14
02/12/2025;350.33
03/12/2025;352.42
04/12/2025;353.29
05/12/2025;352.87
08/12/2025;352.77
09/12/2025;350.57
10/12/2025;349.31
11/12/2025;347.37
12/12/2025;347.81
15/12/2025;347.14
16/12/2025;345.97
17/12/2025;346.23
18/12/2025;342.66
19/12/2025;343.83
22/12/2025;340.78
23/12/2025;339.58
24/12/2025;339.75
25/12/2025;339.75
26/12/2025;340.86
29/12/2025;340.51
30/12/2025;339.96
31/12/2025;345.75
01/01/2026;345.75
02/01/2026;344.48
05/01/2026;339.85
06/01/2026;342.14
07/01/2026;343.73
08/01/2026;343.62
09/01/2026;341.95
12/01/2026;344.48
13/01/2026;346.06
14/01/2026;346.13
15/01/2026;348.65
16/01/2026;350.94
19/01/2026;353.18
20/01/2026;351.47
21/01/2026;353.99
22/01/2026;354.56
23/01/2026;356.33
26/01/2026;355.01
27/01/2026;356.47
28/01/2026;359.14
29/01/2026;362.09
30/01/2026;364.92
02/02/2026;365.18
03/02/2026;364.69
04/02/2026;367.79
05/02/2026;369.63
06/02/2026;372.49
09/02/2026;376.92
10/02/2026;379.07
11/02/2026;381.87
12/02/2026;383.3
13/02/2026;387.73
16/02/2026;390.83
17/02/2026;393.27
18/02/2026;392.19
19/02/2026;394.28
20/02/2026;402.38
23/02/2026;404.84
24/02/2026;405.72
25/02/2026;409.51
26/02/2026;416.33
27/02/2026;417.71
02/03/2026;416.85
03/03/2026;418.63
04/03/2026;413.56
05/03/2026;411.08
06/03/2026;411.44
09/03/2026;413.71
10/03/2026;416.46
11/03/2026;414.49
12/03/2026;416.63
13/03/2026;413.71
16/03/2026;413.71
17/03/2026;412.02
18/03/2026;411.59
19/03/2026;408.62
20/03/2026;408.62
23/03/2026;402.99
24/03/2026;403.58
25/03/2026;399.96
26/03/2026;401.87
27/03/2026;406.18
30/03/2026;403.36
31/03/2026;408.25
01/04/2026;408.69
02/04/2026;409.62
03/04/2026;410.43
06/04/2026;410.43
07/04/2026;409.33
08/04/2026;406.43
09/04/2026;406.95
10/04/2026;406.38
13/04/2026;404.04
14/04/2026;402.18
15/04/2026;401.71
16/04/2026;397.33
17/04/2026;399.03
20/04/2026;399.84
21/04/2026;402.52
22/04/2026;400.91
23/04/2026;402.0
24/04/2026;402.59
27/04/2026;402.38
28/04/2026;403.36
29/04/2026;403.38
30/04/2026;403.93
01/05/2026;403.93
04/05/2026;405.6
05/05/2026;401.6
06/05/2026;403.33
07/05/2026;403.46
08/05/2026;404.59
11/05/2026;405.75
12/05/2026;406.25
13/05/2026;409.59
14/05/2026;409.59
15/05/2026;412.64
18/05/2026;414.4
19/05/2026;416.07
20/05/2026;418.16
21/05/2026;421.55
22/05/2026;421.02
25/05/2026;421.02
26/05/2026;420.33
27/05/2026;420.33
28/05/2026;422.81
29/05/2026;425.54
01/06/2026;426.0
02/06/2026;428.01
03/06/2026;435.38
04/06/2026;440.13
05/06/2026;437.24
08/06/2026;436.68
09/06/2026;436.06
10/06/2026;435.61
11/06/2026;437.01
12/06/2026;436.6
15/06/2026;436.58
16/06/2026;435.52
17/06/2026;436.51
18/06/2026;438.68
19/06/2026;442.87
22/06/2026;445.31
23/06/2026;443.85
24/06/2026;442.11
25/06/2026;446.57
26/06/2026;449.82
29/06/2026;450.04
30/06/2026;453.21
01/07/2026;457.48
02/07/2026;460.55
03/07/2026;459.7
06/07/2026;460.21
07/07/2026;463.89
08/07/2026;470.48
09/07/2026;470.47
10/07/2026;474.92
13/07/2026;475.78
14/07/2026;479.46
15/07/2026;481.23
16/07/2026;479.92
17/07/2026;478.53
20/07/2026;473.48
21/07/2026;471.83
22/07/2026;475.57
23/07/2026;481.64
24/07/2026;484.32
27/07/2026;483.82
28/07/2026;482.71
29/07/2026;482.21
30/07/2026;481.48
31/07/2026;482.65
03/08/2026;485.43
04/08/2026;485.89
05/08/2026;482.28
06/08/2026;485.48
07/08/2026;485.48
10/08/2026;490.51
11/08/2026;493.9
12/08/2026;492.16
13/08/2026;496.22
14/08/2026;497.65
